accession,description,gene_name,unique_peptides,control_1,control_2,control_3,lowDO_1,lowDO_2,lowDO_3,lowTEMP_1,lowTEMP_2,lowTEMP_3,low_TEMP_DO_1,low_TEMP_DO_2,low_TEMP_DO_3,antibody_mass_da,protein_mass_da,control_1 ppm,control_2 ppm,control_3 ppm,lowDO_1 ppm,lowDO_2 ppm,lowDO_3 ppm,lowTEMP_1 ppm,lowTEMP_2 ppm,lowTEMP_3 ppm,low_TEMP_DO_1 ppm,low_TEMP_DO_2 ppm,low_TEMP_DO_3 ppm,species,gene_name_lower,control_mean,control_std,control_cv_pct,control_detected,control_mean_ppm,lowDO_mean,lowDO_std,lowDO_cv_pct,lowDO_detected,lowDO_mean_ppm,lowTEMP_mean,lowTEMP_std,lowTEMP_cv_pct,lowTEMP_detected,lowTEMP_mean_ppm,low_TEMP_DO_mean,low_TEMP_DO_std,low_TEMP_DO_cv_pct,low_TEMP_DO_detected,low_TEMP_DO_mean_ppm,overall_mean_abundance,abundance_rank,lowDO_log2fc,lowDO_responsive,lowTEMP_log2fc,lowTEMP_responsive,low_TEMP_DO_log2fc,low_TEMP_DO_responsive,num_conditions_responsive,hcp_risk
G3GY44,Myosin-10 OS=Cricetulus griseus OX=10029 GN=I79_002699 PE=3 SV=1,MYH10,1,55.65847677,41.45718632,48.505921990000004,2551.1464349999997,2441.1283565,2854.311323,2557.8528770000003,2521.0976988,2787.6593679999996,1274.4285485999999,1445.3481290999998,1945.4729204,149980.536284,229038,0.001274361501608576,0.0009393541104569597,0.00109906728476722,0.07200700743159219,0.06293384387783905,0.07755533127482868,0.06726723452249647,0.06603543252916676,0.07637815503998634,0.03378670950429203,0.03816349525312852,0.054141456986980446,Cricetulus griseus,myh10,48.540528359999996,7.100708472536297,14.63,3,0.0011,2615.5287048333334,213.98329012589784,8.18,3,0.0708,2622.2033146,144.46284984782793,5.51,3,0.0699,1555.0831993666663,348.72120162952086,22.42,3,0.042,1710.3389367899997,421,5.7229,True,5.7266,True,4.9732,True,3,Medium
G3IH63,Myosin-9 OS=Cricetulus griseus OX=10029 GN=I79_023145 PE=3 SV=1,UNKNOWN,1,2002.0564318000002,1986.9276826,2175.8207291999997,5150.2060089999995,4861.465079,5178.7516,3045.5379839999996,3064.192695,3210.7226920000003,2941.423019,3732.673975,4908.341051,149980.536284,225795,0.04649763490092512,0.045667243619851666,0.05000873266986596,0.14745421716885765,0.12713175296356347,0.14273438870065705,0.0812428695918975,0.08141354125177533,0.08923299668097283,0.07910084356510233,0.09997443522918484,0.13855834977820794,Cricetulus griseus,unknown,2054.934947866667,104.96308331750237,5.11,3,0.0474,5063.474229333333,175.52630943873135,3.47,3,0.1391,3106.817790333333,90.4664081490648,2.91,3,0.084,3860.8126816666663,989.7000971311174,25.63,3,0.1059,3521.5099122999995,280,1.3006,True,0.5961,False,0.9095,False,1,Low
G3IJ54,Myosin-Ib (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_023885 PE=3 SV=1,UNKNOWN,1,582.9062468,514.0365491,542.2440786,301.619888,360.4155412,414.2072781,494.2585298,569.0741270999999,656.7035234,790.1966977,911.5816004000001,1079.0289268000001,149980.536284,99279,0.030790035138790417,0.026870371120970675,0.02834487091558213,0.0196403624252238,0.021436175357502436,0.025964394028737205,0.029986952660548176,0.03438795425731814,0.041509638729180634,0.04832988539307346,0.055529195050596655,0.06927682648976095,Cricetulus griseus,unknown,546.3956248333333,34.62203514263674,6.34,3,0.0287,358.74756909999996,56.31222514318874,15.7,3,0.0223,573.3453934333334,81.30668344910957,14.18,3,0.0353,926.9357416333334,145.02698501133713,15.65,3,0.0577,601.35608225,640,-0.6056,False,0.0693,False,0.7614,False,0,Trace
G3GRI6,Myosin-Va OS=Cricetulus griseus OX=10029 GN=I79_000133 PE=3 SV=1,UNKNOWN,1,8442.614958,9092.805239000001,9094.49583,9272.344437,8725.916527,9880.464124,6059.9460930000005,5875.1058410000005,7021.299563,7667.421324999999,8312.737378,9488.824482,149980.536284,201729,0.21947118888678704,0.23391960001825482,0.23396309180765532,0.2971448019952049,0.255413532743464,0.30480835666376666,0.18094058090304713,0.17471985183259542,0.21841686442241443,0.23079103864477782,0.24920625905588367,0.2998170792946178,Cricetulus griseus,unknown,8876.638675666667,375.87651582318665,4.23,3,0.2291,9292.908362666667,577.5484349504699,6.21,3,0.2858,6318.7838323333335,615.3760992803066,9.74,3,0.1914,8489.661061666666,923.5008703103799,10.88,3,0.2599,8244.497983083333,162,0.0661,False,-0.4903,False,-0.0643,False,0,Low
G3I7G0,Myosin-VIIa OS=Cricetulus griseus OX=10029 GN=I79_019449 PE=3 SV=1,UNKNOWN,1,22993.07504,19592.992453,23895.32617,4389.173619,3848.0964712,5221.0514459999995,2673.797351,2407.4023696,3917.333957,3164.6042966,2828.8866178,4305.783491,149980.536284,251515,0.4794044211404003,0.40427225759431473,0.49304451476064737,0.11281472436023988,0.09034065725845375,0.12918495590372692,0.06403245498826805,0.057422181332163945,0.09773805844105787,0.07640001985228119,0.0680197249866254,0.10911905312619055,Cricetulus griseus,unknown,22160.46455433333,2268.7990256389667,10.24,3,0.4589,4486.107178733333,691.5912282258563,15.42,3,0.1108,2999.511225866667,805.9407520826607,26.87,3,0.0731,3433.0914684666664,774.1899732040613,22.55,3,0.0845,8269.79360685,160,-2.3042,True,-2.8848,True,-2.6901,True,3,Medium
G3H2U7,Myotubularin-related protein 11 OS=Cricetulus griseus OX=10029 GN=H671_1g3058 PE=3 SV=1,UNKNOWN,1,1280.2462058,1260.3416181,1018.0025427,3152.705492,3468.89658,2810.5447480000003,1622.3378859,1736.7242083,1177.3180509,1400.7059506,1501.6006834999998,1281.4919845,149980.536284,60178,0.11156413858085829,0.10868949899823278,0.08779063133041046,0.33868235472958386,0.34037275333972045,0.2906501918135394,0.16238245958751607,0.17313624789008564,0.12277022563244772,0.14133416992959888,0.15090371400580893,0.13573455875754462,Cricetulus griseus,unknown,1186.1967888666668,146.00009070393313,12.31,3,0.1027,3144.04894,329.2612725387478,10.47,3,0.3232,1512.1267150333333,295.5396570210327,19.54,3,0.1528,1394.5995395333332,110.1813325203252,7.9,3,0.1427,1809.2429958583332,410,1.4055,True,0.35,False,0.2333,False,1,Trace
G3H7E0,Myotubularin-related protein 2 OS=Cricetulus griseus OX=10029 GN=I79_006271 PE=3 SV=1,MTMR2,1,2952.3118400000003,3032.7353709999998,3795.9342721,604.0252177,626.69404954,369.3707389,408.61544205,516.40355672,318.3383819,466.0238101,287.40531826,260.21336560000003,149980.536284,66021,0.2345033218614605,0.23839079269054828,0.29838270387196875,0.05914525242471559,0.056049876301587684,0.034817553340936426,0.037279341465821014,0.04692475568430082,0.030258257016575495,0.042861163583830235,0.02632666961997215,0.025122322885437816,Cricetulus griseus,mtmr2,3260.3271610333336,465.5891097883544,14.28,3,0.2571,533.3633353800001,142.47332297464195,26.71,3,0.05,414.4524602233334,99.16151700627697,23.93,3,0.0382,337.88083132,111.80482024637652,33.09,3,0.0314,1136.5059469891667,508,-2.6096,True,-2.9727,True,-3.2666,True,3,Medium
G3I2W1,Myotubularin-related protein 5 OS=Cricetulus griseus OX=10029 GN=I79_017756 PE=3 SV=1,UNKNOWN,1,5776.445943,5954.308442,6331.496227,390.498443022,523.6715976,534.3508363,403.94034339999996,424.0581774,217.04179298000003,475.0274129,424.29770670000005,808.172862,149980.536284,229449,0.132021120153653,0.13467352204440974,0.14320469035268385,0.011002213154742556,0.013476404436047812,0.014492996381079178,0.010603924237825328,0.011087513628225461,0.005936004211942507,0.012571018116811734,0.011183242350105729,0.02245072576861603,Cricetulus griseus,unknown,6020.750204,283.42738972330926,4.71,3,0.1366,482.8402923073333,80.14845214899229,16.6,3,0.013,348.34677125999997,114.15747808201763,32.77,3,0.0092,569.1659938666667,208.5343809398417,36.64,3,0.0154,1855.2758153585,406,-3.6376,True,-4.1075,True,-3.4007,True,3,Medium
G3H0L3,Myotubularin-related protein 9 OS=Cricetulus griseus OX=10029 GN=I79_003675 PE=3 SV=1,UNKNOWN,1,217.54783809,152.85667397,219.86756427,529.9225386,495.52270880000003,634.8015418,1136.6015616,912.9046453999999,1028.8247907999998,637.8164320999999,636.3229447,1045.2017469,149980.536284,83513,0.013660593114041792,0.009498770175353487,0.013662939325929466,0.041020903687618473,0.03503568901042629,0.047304422787991435,0.08197656539248362,0.06557921678936063,0.07730798199907347,0.04637453498214391,0.04607938984963905,0.07977344242334983,Cricetulus griseus,unknown,196.75735877666668,38.036796359029296,19.33,3,0.0123,553.4155964,72.55061098334096,13.11,3,0.0411,1026.1103326,111.87315938971742,10.9,3,0.075,773.1137079,235.63633707750304,30.48,3,0.0574,637.3492489191667,629,1.4872,True,2.3768,True,1.9688,True,3,Medium
G3HBQ6,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_007963 PE=4 SV=1,UNKNOWN,1,327.34890649,269.78917766,164.32628640000001,334.09840988999997,366.471070309,520.3390749,172.46011487,219.73391397999998,200.04313012,576.7899235900001,645.38940617,1052.2341483,149980.536284,49374,0.034768139446677414,0.02835719509228983,0.017272125600637754,0.04374445531060415,0.043827083317397826,0.06558522116233201,0.021039039713602128,0.026698918668532204,0.02542508010782664,0.07093446555181446,0.07905088584022682,0.1358395926518683,Cricetulus griseus,unknown,253.82145685,82.6759925622408,32.57,3,0.0268,406.9695183663334,99.50622868509869,24.45,3,0.0511,197.41238632333332,23.746444581577546,12.03,3,0.0244,758.13782602,256.9940803530835,33.9,3,0.0953,404.08529688991666,724,0.679,False,-0.361,False,1.5749,True,1,Trace
G3GU79,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial OS=Cricetulus griseus OX=10029 GN=SIRT4 PE=3 SV=1",SIRT4,1,5383.374776000001,4651.9886289999995,5516.675144,208.49202080999999,367.7183595,291.75315839999996,637.7398969000001,517.1761019,447.25032510000005,642.9839293,893.559934,706.4315698,149980.536284,28798,0.9803048627627095,0.8383268510386388,0.9941505172309075,0.04680303632798177,0.07539701843807327,0.06304796863685899,0.13338801660808786,0.1077385222810343,0.09745976026881713,0.1355737908846115,0.18764827713060223,0.15635798436126058,Cricetulus griseus,sirt4,5184.012849666667,465.5422382117596,8.98,3,0.9376,289.32117956999997,79.6410234987461,27.53,3,0.0617,534.0554413000001,96.3600192770432,18.04,3,0.1129,747.6584776999999,130.27596472143247,17.42,3,0.1599,1688.7619870591666,424,-4.1586,True,-3.2766,True,-2.792,True,3,Medium
G3HBP7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Cricetulus griseus OX=10029 GN=I79_007951 PE=4 SV=1,NDUFB10,1,1410.24030526,26.90228468,1135.3205226999999,321.5906297,218.52439467,510.7643419,194.80950253999998,251.04114416,265.3011578,238.98424107,205.2321541,507.08217420000005,149980.536284,21048,0.3513590601970831,0.0066330823393476596,0.2799269503760348,0.09877327829148165,0.061304206627339736,0.151017610632142,0.05574871447814912,0.07155318401836898,0.07909796520805625,0.06894398429020411,0.058968188944927974,0.1535605998973172,Cricetulus griseus,ndufb10,857.4877042133334,732.3246043024445,85.4,3,0.2126,350.29312209,148.2191670847492,42.31,3,0.1037,237.0506015,37.27022710240215,15.72,3,0.0688,317.0995231233333,165.39303681321192,52.16,3,0.0938,440.4827377316667,705,-1.2891,True,-1.8505,True,-1.4323,True,3,Medium
G3GYL3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Cricetulus griseus OX=10029 GN=I79_002893 PE=3 SV=1",NDUFS3,1,311.0979138,232.00732905,299.79086357,178.00808576,75.95286168,231.6504168,283.3034154,200.2436505,97.78551215,126.93667335999999,228.71051490000002,362.5781372,149980.536284,30110,0.05418202250089719,0.0399878457567207,0.05167074187181268,0.038218698343391845,0.014894796411936905,0.047878461880540533,0.0566730531195267,0.03989724355955612,0.020379839546575525,0.025598487522323323,0.04593657352944014,0.07675437669504126,Cricetulus griseus,ndufs3,280.9653688066667,42.77416964521288,15.22,3,0.0486,161.87045474666664,79.0932962938594,48.86,3,0.0337,193.77752601666668,92.92782780709211,47.96,3,0.039,239.40844182,118.18442833323583,49.37,3,0.0494,219.0054478475,831,-0.7918,False,-0.5337,False,-0.23,False,0,Trace
G3HE01,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Cricetulus griseus OX=10029 GN=I79_008770 PE=4 SV=1",UNKNOWN,1,22.043305581,51.230894520999996,25.358318068,5.326058869000001,20.76496181,14.9559116,13.071732999,27.13184935,24.464520127,9.065503024,10.073444986,36.705332087,149980.536284,19316,0.005984507195944791,0.013764226215763575,0.006813030098394301,0.0017825252190715006,0.006347681470423481,0.004818518740046728,0.004076162852593392,0.008426691480409396,0.00794797524842971,0.002849788694870112,0.003153871855414137,0.012112233993855035,Cricetulus griseus,unknown,32.87750605666667,15.980690787299663,48.61,3,0.0089,13.682310759666668,7.797850686617301,56.99,3,0.0043,21.556034158666666,7.467676072374076,34.64,3,0.0068,18.614760032333333,15.674998714465818,84.21,3,0.006,21.682652751833334,1073,-1.2062,True,-0.5868,False,-0.7884,False,1,Trace
G3H8H3,Nck-associated protein 1 (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_006673 PE=4 SV=1,NCKAP1,1,2939.1372890000002,2671.630212,2657.732203,14546.661076,12699.256019,15548.088335999999,5805.997307,5565.431487,6212.0873360000005,7031.230579,7039.711295,7847.959261,149980.536284,109070,0.14131342700188113,0.12711830469442234,0.1264570262978941,0.8621938573614811,0.6875022932384804,0.8871346570702376,0.3206321535402892,0.3061176855495075,0.35741209153859005,0.3914388943010189,0.3903307417656581,0.4586313292180233,Cricetulus griseus,nckap1,2756.166568,158.60959057063963,5.75,3,0.1316,14264.668477,1445.1993848649315,10.13,3,0.8123,5861.172043333333,326.839617256794,5.58,3,0.3281,7306.300378333333,469.10951761261936,6.42,3,0.4135,7547.076866666666,174,2.3713,True,1.0882,True,1.4062,True,3,Medium
G3IJ59,Nebulin OS=Cricetulus griseus OX=10029 GN=I79_023890 PE=4 SV=1,UNKNOWN,1,36.12406981,18.06774004,16.96703511,18.267820782,13.705199035,21.00874747,18.484659202,26.57779702,26.21619834,17.712045159,15.642356313999999,23.49448768,149980.536284,498170,0.00038026641584173283,0.00018821893949426527,0.00017675245203307478,0.00023705880398329957,0.00016244597756515295,0.000262446297199262,0.00022349583412179625,0.00032006361284757395,0.00033023959628314197,0.0002158882913595944,0.00018989250566097183,0.00030060811479730036,Cricetulus griseus,unknown,23.719614986666667,10.756661305155042,45.35,3,0.0002,17.660589095666666,3.689444765308617,20.89,3,0.0002,23.759551520666662,4.571767178180761,19.24,3,0.0003,18.949629717666664,4.069730138733757,21.48,3,0.0002,21.022346330166666,1075,-0.4057,False,0.0023,False,-0.3093,False,0,Trace
G3GS62,NEDD8-activating enzyme E1 catalytic subunit OS=Cricetulus griseus OX=10029 GN=I79_000374 PE=4 SV=1,UBA3,1,130.71332701,104.96930522,126.85803528,726.4277468,743.4632831,922.5158735,357.8615616,325.12934429999996,316.44652970000004,226.55937361,220.77337799999998,361.7945237,149980.536284,49213,0.013928645896498766,0.011069284299760219,0.013377507408287408,0.09542441392749616,0.0892032896265977,0.11665728562430137,0.04379966285738954,0.03963430265968689,0.04035129697047999,0.02795375432316394,0.02713001812207226,0.04685915362135823,Cricetulus griseus,uba3,120.84688917,13.884850472649132,11.49,3,0.0128,797.4689678,108.62825987336662,13.62,3,0.1004,333.14581186666663,21.840307484215245,6.56,3,0.0413,269.70909177,79.80078017538885,29.59,3,0.034,380.29269015166665,734,2.7122,True,1.4554,True,1.1517,True,3,Medium
G3HG75,Nestin OS=Cricetulus griseus OX=10029 GN=I79_009594 PE=3 SV=1,UNKNOWN,1,450.1210733,425.9352238,494.80182890000003,51.1771033,92.65264939,63.020935519999995,41.43230332,52.34043689,60.306263369999996,79.09525508,59.95453596,176.34921744000002,149980.536284,199644,0.011823388282587706,0.011071956055441241,0.012862106253755563,0.0016571673005526706,0.0027403293696728255,0.001964474712375785,0.0012500240531388752,0.0015728089587668166,0.0018955845424765592,0.00240564820246804,0.0018161386655220412,0.005630274453594968,Cricetulus griseus,unknown,456.9527086666667,34.93788424958151,7.65,3,0.0119,68.95022940333332,21.364049834526437,30.98,3,0.0021,51.35966786,9.475126537936276,18.45,3,0.0016,105.13300282666667,62.41316928338881,59.37,3,0.0033,170.5989021891667,860,-2.7108,True,-3.1287,True,-2.1093,True,3,Medium
G3HFI7,Neuroblastoma-amplified sequence OS=Cricetulus griseus OX=10029 GN=I79_009345 PE=4 SV=1,UNKNOWN,1,2250.224349,2372.489309,2514.775498,1098.9684998,1049.747631,1215.4179122,1399.1960589999999,1347.1454909,1508.6704079,1665.6952038,1741.8626382,2157.988758,149980.536284,66175,0.17832028057747643,0.18605758239954437,0.1972160834025871,0.10735893917592261,0.09366819228437989,0.11430087159247727,0.12735622523052045,0.12212805632202764,0.14306632556483337,0.15284088163461235,0.15918537882831388,0.20785837096432266,Cricetulus griseus,unknown,2379.1630520000003,132.40178149680455,5.57,3,0.1872,1121.3780143333333,85.07820093558945,7.59,3,0.1051,1418.3373192666666,82.44613748630947,5.81,3,0.1309,1855.1822,264.98910957174274,14.28,3,0.1733,1693.5151464,423,-1.0845,True,-0.7458,False,-0.3587,False,1,Trace
G3H471,Neurocan core protein OS=Cricetulus griseus OX=10029 GN=I79_005071 PE=4 SV=1,UNKNOWN,1,2.944678001,3.202078398,3.509044056,240.6022281,97.45857897,124.08431848000001,206.45616774,265.5854965,266.5789714,27.08663173,81.58374236,130.74660321,149980.536284,133981,0.00011525597950969175,0.00012402973198401176,0.00013591978074540872,0.011609228174647027,0.0042951471316849555,0.0057635696316961065,0.00928154344392135,0.01189203101762859,0.01248589487837175,0.0012275798103201384,0.003682507411140051,0.0062201304250910595,Cricetulus griseus,unknown,3.2186001516666667,0.282545549013309,8.78,3,0.0001,154.04837518333332,76.1308714790102,49.42,3,0.0072,246.20687854666667,34.42870902779635,13.98,3,0.0112,79.8056591,51.85285533958783,64.97,3,0.0037,120.81987824541666,905,5.1998,True,5.8728,True,4.2596,True,3,Medium
G3GWT8,Neuroendocrine secretory protein 55 OS=Cricetulus griseus OX=10029 GN=I79_002219 PE=4 SV=1,UNKNOWN,1,1306.8649687000002,1363.3550885,1430.4419131,805.4545032999999,709.8998432999999,696.7627587,119.34556531000001,129.31042492,123.16105232000001,133.0965842,186.75795744,128.21375509,149980.536284,33154,0.20671103071911381,0.21340771202225445,0.22390889829829355,0.15705508353558112,0.12643355014473326,0.13078768614884004,0.02168232789795964,0.023398741481104563,0.02331172756659538,0.024376363958604857,0.03406641271835497,0.02464966254251494,Cricetulus griseus,unknown,1366.8873234333332,61.86414801424453,4.53,3,0.2147,737.3723684333332,59.32561473722065,8.05,3,0.1381,123.93901418333333,5.02777537856984,4.06,3,0.0228,149.35609891,32.4828381018803,21.75,3,0.0277,594.3887012399999,641,-0.8895,False,-3.4527,True,-3.1855,True,2,Medium
G3GR78,Neuroepithelial cell-transforming gene 1 protein OS=Cricetulus griseus OX=10029 GN=I79_000021 PE=4 SV=1,NET1,1,12.40475915,15.68124208,47.116386770000005,191.26975182,121.13137806,115.12203833,48.041391417,99.14073599999999,24.72481492,34.075715161,8.5080486,35.983150869,149980.536284,61494,0.001057850905114659,0.0013233806346300237,0.003976273914212557,0.020107610689850862,0.011631215440427547,0.011650473774819311,0.0047056366413069685,0.009671955477198079,0.002523116519463303,0.003364729723875242,0.0008367205584693389,0.0037297415403187615,Cricetulus griseus,net1,25.06746266666667,19.16507567643709,76.45,3,0.0021,142.50772273666666,42.33591443727801,29.71,3,0.0145,57.302314112333335,38.06252546039085,66.42,3,0.0056,26.188971543333334,15.34180089953936,58.58,3,0.0026,62.76661776475,981,2.4608,True,1.1613,True,0.0608,False,2,Medium
G3HAW8,Neurofascin OS=Cricetulus griseus OX=10029 GN=I79_007578 PE=4 SV=1,UNKNOWN,1,8756.795188,9330.266989,10501.495627,4888.561506,5118.690477,5957.065976,4387.789764,7377.1587150000005,4846.121701,14382.562576,7382.9176769999995,16165.230023,149980.536284,143637,0.31970375360688286,0.33710469793775893,0.37942145872226035,0.22001975415733058,0.21042325220972435,0.25809758669817934,0.18399882085235497,0.30811844311086545,0.21172151439911166,0.6080060423027889,0.31084574099344836,0.7173446344782178,Cricetulus griseus,unknown,9529.519268,889.2530621126467,9.33,3,0.3454,5321.439319666667,562.3662245410011,10.57,3,0.2295,5537.023393333334,1609.9970629328827,29.08,3,0.2346,12643.570092,4642.232618065619,36.72,3,0.5454,8257.88801825,161,-0.8405,False,-0.7832,False,0.4079,False,0,Low
G3HZC0,Neurogenic locus notch-like protein 4 OS=Cricetulus griseus OX=10029 GN=I79_016419 PE=4 SV=1,UNKNOWN,1,114.41014984,100.50185184,124.10686476000001,256.55688326,236.09830136,265.35672974,185.40651525,190.04193657,211.24653617,236.94870361,288.0996874,294.5495411,149980.536284,189675,0.003163175809437748,0.002749799513463581,0.0033956488371760774,0.008744208318831754,0.0073499427333149105,0.008706385104674825,0.005887764811769578,0.006010827270482353,0.006989023568262603,0.007585464725615009,0.009185777373755779,0.009898298557450693,Cricetulus griseus,unknown,113.00628881333334,11.864960095802557,10.5,3,0.0031,252.67063812,15.011365153876831,5.94,3,0.0083,195.56499599666668,13.776966624020623,7.04,3,0.0063,273.1993107033333,31.559151432893007,11.55,3,0.0089,208.6103084083333,835,1.1538,True,0.7859,False,1.2661,True,2,Medium
G3GY86,Neuroligin-2 OS=Cricetulus griseus OX=10029 GN=I79_002759 PE=4 SV=1,UNKNOWN,1,823.2587960999999,853.141815,771.6288442,945.8538383,954.8581535999999,984.7556832,787.5515641,703.6291828999999,658.4493092,1097.705398,1151.5268600999998,1410.6286826,149980.536284,69515,0.06210502222924077,0.06369124830542666,0.057605902619568106,0.08796145827774321,0.08110759415323494,0.08815923813276087,0.06823952990124695,0.06072397738411262,0.05944027643390854,0.0958837965381786,0.10017947856648984,0.12934405568204654,Cricetulus griseus,unknown,816.0098184333333,41.23714175436126,5.05,3,0.0611,961.8225583666666,20.364566886417986,2.12,3,0.0857,716.5433520666666,65.51282224889341,9.14,3,0.0628,1219.9536469,167.30784313666427,13.71,3,0.1085,928.5823439416666,545,0.2369,False,-0.1873,False,0.5796,False,0,Trace
G3HE43,Neuron navigator 2 OS=Cricetulus griseus OX=10029 GN=I79_008816 PE=4 SV=1,UNKNOWN,1,1226.0226238999999,627.6741610299999,1121.5521962,312.42902749999996,288.49913321,461.78674309999997,234.28816053999998,269.9387121,271.28499370000003,157.02820043,248.86918755,223.20364309,149980.536284,216014,0.029763599663871636,0.015079585749470546,0.02694478053286723,0.009350103005603919,0.007886127589919432,0.0133038525163556,0.006532869739028347,0.007496838687227733,0.007880991759856796,0.004414013972516709,0.0069674274048904935,0.006586150813375663,Cricetulus griseus,unknown,991.7496603766667,319.59622101074467,32.23,3,0.0239,354.23830126999997,93.90506091382035,26.51,3,0.0102,258.5039554466667,20.982293982258774,8.12,3,0.0073,209.70034368999998,47.38613773888447,22.6,3,0.006,453.5480651958333,703,-1.4826,True,-1.9357,True,-2.2362,True,3,Medium
G3HGY6,Neuronal acetylcholine receptor subunit alpha-4 OS=Cricetulus griseus OX=10029 GN=I79_009880 PE=3 SV=1,CHRNA4,1,1009.6846104000001,775.160372,485.6419636,1158.4208695,1092.9481802999999,1040.2155111,1042.2551199,1024.56541572,789.12397496,1116.8351315,1449.5809047999999,789.28005703,149980.536284,70440,0.07516839176003265,0.05710962054562864,0.03577947127337154,0.10631485297476673,0.09161812712221487,0.09190133871368891,0.08912309192895758,0.08726000596690801,0.07030122491206654,0.09627370120214962,0.12445327611748613,0.07142069525286857,Cricetulus griseus,chrna4,756.828982,262.5018167761635,34.68,3,0.056,1097.1948536333332,59.216993881977395,5.4,3,0.0966,951.9815035266665,141.31582489808403,14.84,3,0.0822,1118.5653644433335,330.1538242561697,29.52,3,0.0974,981.1426759008332,537,0.5352,False,0.3306,False,0.563,False,0,Trace
G3H7X9,Nicastrin OS=Cricetulus griseus OX=10029 GN=I79_006475 PE=4 SV=1,UNKNOWN,1,662.212893,1043.2669512,1861.2309345600002,712.96064444,193.36442849,1105.5580977,372.09520705,152.37059276000002,531.6704885,91.51521752,138.5658824,168.30298134,149980.536284,68661,0.050577385634437644,0.07885375606130983,0.14067832774607109,0.06712779013389712,0.016629057884858342,0.10020497988533891,0.032642206408579524,0.01331330636958726,0.04859252104564318,0.00809321617602725,0.012204764639019896,0.015624062811321289,Cricetulus griseus,unknown,1188.9035929200002,612.6325077525713,51.53,3,0.09,670.6277235433333,457.5678962519478,68.23,3,0.0613,352.04542943666667,190.44316189837798,54.1,3,0.0315,132.79469375333335,38.717827055706344,29.16,3,0.012,586.0928599133334,644,-0.8251,False,-1.7529,True,-3.1528,True,2,Medium
G3H985,NK-tumor recognition protein OS=Cricetulus griseus OX=10029 GN=I79_006951 PE=4 SV=1,UNKNOWN,1,1507.628895,1584.2027373,1966.2426162000002,5664.01447778,9103.355925,10110.480347,8414.501466,6737.789203,6396.985676,6489.949522999999,6472.463301,7717.29768,149980.536284,130684,0.06049798397729877,0.06291082779963343,0.07808214676543275,0.28018756250197385,0.41132043817412683,0.48146778073639684,0.3878301127847634,0.3093071035580439,0.3071778953733956,0.30154827533897005,0.2995231531670859,0.37640477575818004,Cricetulus griseus,unknown,1686.0247495,245.67748766334,14.57,3,0.0672,8292.616916593333,2331.4669172752083,28.11,3,0.391,7183.0921149999995,1079.9599544897903,15.03,3,0.3348,6893.236834666666,713.7111807997507,10.35,3,0.3258,6013.742653939999,205,2.2975,True,2.0903,True,2.0309,True,3,Medium
G3I962,NLR family member X1 OS=Cricetulus griseus OX=10029 GN=I79_020097 PE=4 SV=1,UNKNOWN,1,527.0207859100001,693.8210229,542.034508,2252.3183381,2779.0905678000004,1828.9595818999999,3528.5576148,3395.3426885999997,2504.8000939,3500.3551525000003,2802.7996937000003,1651.4327017,149980.536284,272964,0.010124911590021523,0.013191043139908768,0.010305252136151759,0.05334224827527553,0.06011716778845085,0.04169813144771731,0.0778623297834729,0.07462307370996708,0.05758438042641876,0.07786542997979426,0.062096898450415564,0.03856273233544749,Cricetulus griseus,unknown,587.6254389366667,92.2739372885647,15.7,3,0.0112,2286.789495933333,476.0025400495303,20.82,3,0.0517,3142.900132433333,556.6105447463235,17.71,3,0.07,2651.5291826333337,933.6972919029206,35.21,3,0.0595,2167.2110624841666,376,1.9585,True,2.4171,True,2.1719,True,3,Medium
G3IBB9,Nodal modulator 1 (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_020939 PE=4 SV=1,UNKNOWN,1,843.8090685,960.3398133999999,1391.9866525,67.420016462,109.40548784,143.25622622,133.95645525999998,117.65985785999999,122.97190663,116.18828679,210.21176391,261.7569247,149980.536284,65723,0.06732799451849274,0.07583062131773269,0.1099144399224237,0.006631601062116283,0.009829307312721717,0.013564818491955469,0.012276705072712958,0.010740038392004023,0.011741552621435952,0.01073452712786131,0.01934295665902507,0.025385930803277414,Cricetulus griseus,unknown,1065.3785114666666,288.7897366055008,27.11,3,0.0844,106.69391017400001,37.9907510809395,35.61,3,0.01,124.86273991666667,8.311209875397001,6.66,3,0.0116,196.0523251333333,73.81005599236327,37.65,3,0.0185,373.24687167266666,741,-3.3077,True,-3.0828,True,-2.4361,True,3,Medium
